,,,,,,,,,
번호,부서명,사용자,사용일자(일시),사용장소(가맹점명),사용목적(내역),대상인원,사용방법,비목,사용금액(원)
19,기획예산과,강동영,2022-02-23 12:20,아우랑횟집,2022년 사업체조사 업무추진 관계자 간담회비 지급(2. 23.),6명(사업추진관계자),제로페이,시책,110000
20,기획예산과,문정훈,2022-02-23 11:39,이부장 스시,성과예산제도 개선 관련 간담회 경비 지급,"담당공무원, 사업관계자 등 6명",카드,시책,86000
21,기획예산과,김지수,2022-02-25 13:01,참맛어울림,2022년 정책연구단 연구과제 수행계획 수립 관계자 간담회비 지급,정책연구단 직원 및 관계자 등 5명,제로페이,시책,64000
22,기획예산과,김지영,2022-02-25 12:25,토종능이버섯백숙,무료법률상담실 운영 관련 간담회비 지급,무료법률상담 담당자 및 관계직원 6명,제로페이,시책,90000
23,기획예산과,박지영,2022-02-28 12:09,은평수도시락,구정 주요업무 추진 관련 관계자 간담회비 지급,구정 주요업무 추진 관계자 3명,카드,시책,31000
24,기획예산과,김지영,2022-02-28 12:24,사이,무료법률상담실 운영 관련 간담회비 지급,무료법률상담 담당자 및 관계직원 5명,제로페이,시책,53000
25,기획예산과,강동영,2022-02-04 12:08,정선할매,2022년 사업체조사 업무추진 관계자 간담회비 지급(2. 4. 2조),6명(사업추진관계자),제로페이,시책,72000
26,기획예산과,홍승표,2022-02-04 12:14,어가초밥,상반기 특별교부금 사업 발굴 관련 간담회비 지급,"담당공무원, 사업관계자 등 6명",제로페이,시책,130000
27,기획예산과,이준우,2022-02-10 20:14,최부자,주요투자사업 국시비 보조금 확보 관련 간담회 경비 지급,"담당공무원, 사업관계자 등 6명",제로페이,시책,146000
28,기획예산과,조효빈,2022-02-11 12:25,보리네 생고깃간,행정우수사례 벤치마킹 추진 관련 간담회비 지급,벤치마킹 추진 담당자 등 5명,제로페이,시책,112000
29,기획예산과,이준우,2022-02-17 19:44,저스트텐동앤경양카츠,국고보조금 사업예산 확보 관련 간담회 경비 지급,"담당공무원, 사업관계자 등 4명",제로페이,시책,59600
30,기획예산과,강동영,2022-02-18 12:23,저스트텐동앤경양카츠,2022년 사업체조사 추진 관계자 간담회비 지급,사업체조사 추진 관계자 등 6명,카드,시책,82400
31,기획예산과,이준우,2022-02-24 19:11,설악추어탕한모둠순대국,시비보조금 사업예산 확보 관련 간담회 경비 지급,"담당공무원, 사업관계자 등 6명",제로페이,시책,109000
32,기획예산과,이연국,2022-02-04 11:52,대성각,달라지는 제도 책자 제작 관계자 간담회비 지급,달라지는 제도 책자 제작 관계자 4명,카드,시책,60000
,,,,,,,,,
집행 총 건수,32건,,,,,,,,
집행액 합계,2622800원,,,,,,,,
